conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,skill/competence,transversal,myslet kriticky,released,,"Vytvářet a obhajovat úsudky založené na interních důkazech a externích kritériích. Kriticky hodnotit věrohodnost a spolehlivost informací před jejich použitím nebo sdílením s ostatními. Rozvíjet nezávislé a kritické myšlení.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"zpracování informací, nápadů a koncepcí"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,skill/competence,transversal,zapojit ostatní do chování šetrného k životnímu prostředí,released,,"Informovat o chování, které je šetrné k životnímu prostředí, a podporovat jej na sociálních sítích a v práci.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,uplatňování dovedností a schopností souvisejících s životním prostředím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,skill/competence,transversal,dbát na detaily,released,,"Plnit úkol se zájmem o všechny zahrnuté oblasti bez ohledu na to, jak jsou malé.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,pracovat efektivně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88b0c49e-7c2e-4ccc-aca3-fbd4bbc2081c,skill/competence,transversal,informovaně využívat zdravotní systém,released,,"Určovat a vybírat správné preventivní a léčebné služby nebo agentury, které nabízejí zdravotní služby a bezpečně používají vhodné léky.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,uplatňování dovedností a schopností souvisejících se zdravím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/896a5e0c-7ac9-4e59-a9bf-17fdca6b1c37,skill/competence,transversal,podporovat zásady demokracie a právního státu,released,,"Zaujmout aktivní úlohu při prosazování zásad demokracie, sociální spravedlnosti a právního státu. Čelit diskriminaci na základě etnické, kulturní nebo sexuální identity či orientace, jakož i na základě sociálního či ekonomického zázemí a vzdělání, a to posuzováním a kritikou dopadů jakéhokoliv plánovaného opatření na různé skupiny, včetně právních předpisů, politiky nebo programů.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,uplatňování občanských dovedností a schopností
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,skill/competence,transversal,kreativně se vyjadřovat,released,,"Umět se kreativně vyjadřovat pomocí zpěvu, tance, instrumentální hudby, herectví nebo výtvarného umění.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,uplatňování kulturních dovedností a schopností
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,skill/competence,transversal,řešit konflikty,released,,"Být prostředníkem při konfliktech a napjatých situacích mezi stranami a usilovat o dosažení dohody, usmíření a vyřešení problémů. Vyřešit konflikt tak, aby se žádná z obětí necítila poškozená, a předem zabránit hádkám.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,komunikace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a999db-72d5-4657-a0b0-2f850afd4368,skill/competence,transversal,oceňovat rozmanitá kulturní a umělecká vyjádření,released,,"Projevovat estetické cítění, zájem a otevřenost vůči uměleckým vyjádřením z různých kulturních prostředí.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,uplatňování kulturních dovedností a schopností
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,skill/competence,transversal,být ochoten se učit,released,,"Ukázat pozitivní postoj k novým a náročným požadavkům, které lze splnit pouze prostřednictvím celoživotního učení.",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,prokázat vůli učit se
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c0f93f7-2592-4d4d-9673-fd640502345f,skill/competence,transversal,"s přesností používat zařízení, nástroje či technologie",released,,"Samostatně používat obrobky, nástroje, přesné přístroje nebo zařízení nezávisle k provádění manuálních činností, a to se základním školením nebo bez něj.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,manipulace s předměty a zařízeními a jejich ovládání
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cfd2219-553c-4d67-81e5-951e87c65135,skill/competence,transversal,soustředit se po dlouhou dobu,released,,"Zůstat soustředěný po dlouhou dobu, aby bylo možné učinit správné úsudky a vhodná rozhodnutí.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,pracovat efektivně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a628d2d1-f40a-4c37-a357-2801726f2996,skill/competence,transversal,identifikovat problémy,released,,"Identifikovat a odhalovat problémy a potíže a rozhodnout o nejlepším postupu. V případě potřeby problémy řádně oznamovat.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,řešení problémů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a68bdf1e-b325-4880-b456-192c2891931a,skill/competence,transversal,udržovat si fyzickou kondici,released,,"Přijmout a uplatňovat preventivní zdravý způsob života, včetně pravidelné fyzické aktivity, zdravého spánku a zdravé stravy.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,uplatňování dovedností a schopností souvisejících se zdravím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,skill/competence,transversal,řešit problémy,released,,"Hledat řešení praktických, provozních či koncepčních problémů v široké škále oblastí.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,řešení problémů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b00e948c-19be-4951-8cff-60f88f1046e9,skill/competence,transversal,delegovat povinnosti,released,,"Delegovat povinnosti, činnosti a úkoly na druhé podle jejich dovedností, úrovně připravenosti a kompetencí. Zajistit, aby lidé věděli, co a kdy mají dělat.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,vedení ostatních
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b080a008-a35d-4bd0-92e9-edf3773bb2b7,skill/competence,transversal,používat software pro komunikaci a spolupráci,released,,"Používat jednoduché digitální nástroje a technologie ke komunikaci, interakci a spolupráci s ostatními.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,práce s digitálními přístroji a aplikacemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,skill/competence,transversal,budovat týmového ducha,released,,"Vytvořit vztah založený na vzájemné důvěře, respektu a spolupráci mezi členy téhož týmu.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,vedení ostatních
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b40584aa-7c63-4eed-9422-a9798fb95fdc,skill/competence,transversal,improvizovat,released,,"Mít schopnost improvizovat a okamžitě a bez plánování reagovat na situace, které předtím nebyly známy.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,přemýšlet kreativně a inovativně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,skill/competence,transversal,dodržovat předpisy,released,,"Dodržovat a respektovat pravidla, předpisy a pokyny týkající se konkrétní oblasti nebo odvětví a uplatňovat je při každodenní práci.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,jednat v souladu s etickým kodexem chování
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37,skill/competence,transversal,přemísťovat předměty,released,,"Ručně nebo s pomocí zařízení provádět fyzické činnosti za účelem přemísťování, nakládání, vykládání či skladování předmětů nebo lezení na konstrukce.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,manipulace s předměty a zařízeními a jejich ovládání
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2,skill/competence,transversal,vyhledávat na internetu,released,,"Vyhledávat údaje, informace a obsah pomocí jednoduchého vyhledávání v digitálním prostředí.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,práce s digitálními přístroji a aplikacemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,skill/competence,cross-sector,spravovat digitální identitu,released,,"Vytvořit a spravovat jednu nebo více digitálních identit, být schopen chránit vlastní reputaci, zabývat se daty, která osoba vytváří, prostřednictvím několika digitálních nástrojů, prostředí a služeb.",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab | http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,práce s digitálními přístroji a aplikacemi | digitální komunikace a spolupráce
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bcf002ce-90f8-42e5-ac1b-5dba208639b0,skill/competence,transversal,prokazovat důvěryhodnost,released,,"Prokazovat na pracovišti čestnost, poctivost a důvěryhodnost. Projevovat loajalitu vůči svému týmu a organizaci a prokazovat důvěryhodnost.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,jednat v souladu s etickým kodexem chování
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,skill/competence,transversal,prokazovat podnikatelského ducha,released,,"Rozvíjet, organizovat a spravovat vlastní podnik, identifikovat a využívat příležitosti a mobilizovat prostředky s ohledem na ziskovost. Projevovat proaktivní přístup a odhodlání k dosažení úspěchu v podnikání.
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,uplatňování podnikatelských a finančních dovedností a kompetencí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822,skill/competence,transversal,oznamovat skutečnosti,released,,Tlumočit informace nebo události vylíčit ústně.,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,komunikace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164,skill/competence,transversal,uplatňovat základní programovací dovednosti,released,,"Sestavit seznam jednoduchých pokynů pro počítačový systém s cílem řešit problémy nebo provádět úkoly na základní úrovni, v případě potřeby s vhodnou pomocí.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,práce s digitálními přístroji a aplikacemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,skill/competence,transversal,vytvářet sítě,released,,"Prokazovat schopnost budovat fungující vztahy, navazovat a udržovat spojenectví, kontakty a partnerství a vyměňovat informace s ostatními.
  ",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,spolupráce v týmech a v rámci sítí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8,skill/competence,transversal,mít mezikulturní kompetence,released,,"Pochopit a respektovat osoby, které jsou vnímány tak, že mají jinou kulturní spřízněnost, a účinně a s úctou na ně reagovat.",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,spolupráce v týmech a v rámci sítí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730,skill/competence,transversal,pracovat samostatně,released,,"Vytvořit si vlastní způsob, jak postupovat, motivovat sebe sama s malou nebo žádnou kontrolou a ve věcech, co je třeba udělat, spoléhat jen na sebe.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,pracovat efektivně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,skill/competence,transversal,myslet inovativně,released,,"Rozvíjet myšlenky či závěry vedoucí k vytvoření a zavedení inovací nebo změn.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,přemýšlet kreativně a inovativně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15,skill/competence,transversal,prokazovat povědomí o zdravotních rizicích,released,,"Mít schopnost posoudit a řídit rizika pro lidské zdraví, například dodržováním bezpečnostních opatření při pracovních postupech, řídit se opatřeními protipožární ochrany, respektovat ergonomii a zohledňovat účinky drog a alkoholu na jednotlivce, rodiny a společenství.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,uplatňování dovedností a schopností souvisejících se zdravím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,skill/competence,transversal,myslet kreativně,released,,Přicházet s novými nápady nebo kombinovat ty stávající s cílem vyvinout inovativní a novátorská řešení.,http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,přemýšlet kreativně a inovativně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f,skill/competence,transversal,myslet holisticky,released,,"Zohledňovat nepřímé a dlouhodobé následky při plánování a rozhodování. Zvažovat dopady na ostatní osoby, postupy a životní prostředí a zahrnovat je do svého plánování.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"zpracování informací, nápadů a koncepcí"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,skill/competence,transversal,učinit rozhodnutí,released,,Vybírat z několika alternativních možností.,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,zaujmout proaktivní přístup
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,skill/competence,transversal,vytvářet digitální obsah,released,,"Vytvářet a upravovat jednoduché položky digitálního obsahu, v případě potřeby s využitím pokynů.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,práce s digitálními přístroji a aplikacemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,skill/competence,transversal,řídit čas,released,,"Plánovat časový sled událostí, programy a činnosti, jakož i další práce.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,pracovat efektivně
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9449998-c1f5-478c-a103-2255398cf0b6,skill/competence,transversal,uplatňovat hygienické normy,released,,"Přijmout osobní odpovědnost za zajištění bezpečného a neinfekčního pracovního i životního prostředí, včetně používání roušek, dezinfekce a obecné osobní hygieny.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,uplatňování dovedností a schopností souvisejících se zdravím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db33c0f3-43ee-4ba3-ba47-9269ac837697,skill/competence,transversal,kriticky posuzovat informace a jejich zdroje,released,,"Mít schopnost hodnotit a analyzovat informace a jejich zdroje. Projevovat schopnost přístupu k tradičním i novým formám médií a jejich roli a funkci v demokratických společnostech a kriticky jim porozumět.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,uplatňování občanských dovedností a schopností
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcc99418-d896-4b3b-8596-658093a17a8f,skill/competence,transversal,řešit chronická onemocnění,released,,"Určovat a využívat způsoby, jak snížit negativní účinky chronických onemocnění, včetně používání zrakových, sluchových a pohybových pomůcek, vhodných léků a příslušné sociální a zdravotní podpory.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,uplatňování dovedností a schopností souvisejících se zdravím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,skill/competence,transversal,uplatňovat znalost sociálních a humanitních věd,released,,"Prokázat porozumění povaze, pluralitě a funkci sociálních a politických skupin a jejich souvislosti se socioekonomickou stránkou společnosti. Chápat úlohu a postavení jednotlivců ve společnosti.
  ",http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,uplatňování obecných znalostí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,skill/competence,transversal,"prosazovat myšlenky, výrobky nebo služby",released,,"Představovat a inzerovat výrobky, programy a služby s cílem přesvědčit a ovlivnit ostatní.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,komunikace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,skill/competence,transversal,motivovat ostatní,released,,Usměrňovat chování ostatních lidí poskytnutím přesvědčivého popudu.,http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,vedení ostatních
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,skill/competence,transversal,respektovat povinnost mlčenlivosti,released,,"Dodržovat nezbytnou diskrétnost a zdrženlivost, pokud jde o nakládání s důvěrnými, tajnými nebo nepříjemnými informacemi.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,jednat v souladu s etickým kodexem chování
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,skill/competence,transversal,plánovat,released,,"Spravovat vlastní časový rozvrh a zdroje s cílem dokončit úkoly včas.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,plánování a organizování
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,skill/competence,transversal,reagovat na fyzické změny či nebezpečí,released,,"Rychle a vhodně reagovat na externí či interní okolnosti a podněty.
  ",http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,reakce na fyzické okolnosti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,uplatňovat opatření digitální bezpečnosti,released,,"Dodržovat jednoduché způsoby ochrany digitálních zařízení a digitálního obsahu.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,práce s digitálními přístroji a aplikacemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,skill/competence,transversal,uplatňovat práva a povinnosti,released,,"Mít povědomí o ústavních a zákonných právech a uplatňovat je, například povinnost dodržovat zákony, platit daně, poskytnout pomoc, jakož i právo volit, být zvolen nebo právo na přítomnost obhájce u soudního řízení.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,uplatňování občanských dovedností a schopností
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,skill/competence,transversal,zapamatovat si informace,released,,"Uchovávat informace, jako jsou slova, čísla, obrázky a postupy pro pozdější vyhledání.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"zpracování informací, nápadů a koncepcí"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,skill/competence,transversal,zachovat si otevřenou mysl,released,,"Zajímat se o problémy ostatních a být vůči nim otevřený.
  ",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,prokázat vůli učit se
